transaction_id,customer_id,product_id,store_id,transaction_date,transaction_time,quantity,unit_price,discount_pct,total_amount,payment_method,status,source_system
TXN0001107,CUST0022,PROD0004,STORE003,2023-09-08,18:15:05,2,1332.02,0.26,1971.39,Debit Card,Returned,MobileApp
TXN0001108,CUST0122,PROD0017,STORE004,2023-05-10,13:19:47,1,383.47,0.23,295.27,UPI,Completed,POS
TXN0001109,CUST0083,PROD0023,STORE007,2023-04-18,17:50:31,1,459.43,0.08,422.68,Cash,Returned,WebApp
TXN0001110,CUST0167,PROD0008,STORE006,2023-09-21,17:54:47,4,1038.52,0.21,3281.72,Wallet,Completed,POS
TXN0001111,CUST0109,PROD0023,STORE002,2023-01-07,05:33:47,4,459.43,0.04,1764.21,Credit Card,Completed,POS
TXN0001112,CUST0113,PROD0004,STORE001,2023-11-17,16:31:08,4,1332.02,0.15,4528.87,Wallet,Pending,WebApp
TXN0001113,CUST0103,PROD0001,STORE005,2023-05-31,23:59:56,1,975.0,0.13,848.25,Wallet,Completed,MobileApp
TXN0001114,CUST0083,PROD0020,STORE006,2023-03-14,09:33:43,5,793.87,0.2,3175.48,Debit Card,Pending,MobileApp
TXN0001115,CUST0096,PROD0017,STORE005,2023-06-19,23:46:54,4,383.47,0.14,1319.14,Debit Card,Completed,MobileApp
TXN0001116,CUST0184,PROD0016,STORE001,2023-03-18,15:04:00,3,423.14,0.12,1117.09,UPI,Completed,POS
TXN0001117,CUST0178,PROD0004,STORE008,2023-11-16,14:38:10,3,1332.02,0.03,3876.18,Credit Card,Completed,MobileApp
TXN0001118,CUST0144,PROD0008,STORE006,2023-05-21,09:52:58,1,1038.52,0.28,747.73,Net Banking,Pending,MobileApp
TXN0001119,CUST0079,PROD0012,STORE007,2023-11-25,21:12:04,3,997.53,0.17,2483.85,Cash,Completed,POS
TXN0001120,CUST0188,PROD0007,STORE005,2023-02-22,04:51:33,2,1252.2,0.08,2304.05,Cash,Returned,WebApp
TXN0001121,CUST0148,PROD0025,STORE005,2023-08-31,06:10:00,5,740.5,0.2,2962.0,Debit Card,Completed,POS
TXN0001122,CUST0158,PROD0005,STORE003,2023-01-01,10:04:57,2,1009.02,0.14,1735.51,Credit Card,Completed,MobileApp
TXN0001123,CUST0113,PROD0014,STORE008,2023-03-02,07:35:25,3,112.23,0.09,306.39,Net Banking,Returned,MobileApp
TXN0001124,CUST0122,PROD0012,STORE005,2023-02-10,19:53:13,5,997.53,0.1,4488.89,Debit Card,Completed,MobileApp
TXN0001125,CUST0037,PROD0014,STORE008,2023-05-09,21:07:35,4,112.23,0.21,354.65,Net Banking,Completed,POS
TXN0001126,CUST0007,PROD0012,STORE008,2023-04-20,19:35:56,3,997.53,0.22,2334.22,Debit Card,Returned,WebApp
TXN0001127,CUST0046,PROD0024,STORE001,2023-09-27,06:00:37,2,1497.89,0.13,2606.33,UPI,Completed,POS
TXN0001128,CUST0095,PROD0009,STORE001,2023-11-28,08:41:30,5,1284.62,0.08,5909.25,Net Banking,Completed,MobileApp
TXN0001129,CUST0181,PROD0009,STORE005,2023-01-16,22:59:30,1,1284.62,0.29,912.08,Cash,Returned,WebApp
TXN0001130,CUST0045,PROD0016,STORE002,2023-11-10,22:09:45,1,423.14,0.11,376.59,Wallet,Completed,POS
TXN0001131,CUST0022,PROD0014,STORE002,2023-12-30,01:20:06,1,112.23,0.13,97.64,Cash,Completed,POS
TXN0001132,CUST0168,PROD0020,STORE001,2023-06-12,22:10:57,3,793.87,0.25,1786.21,Cash,Completed,MobileApp
TXN0001133,CUST0004,PROD0022,STORE007,2023-12-09,01:04:12,4,760.72,0.25,2282.16,Cash,Completed,MobileApp
TXN0001134,CUST0069,PROD0003,STORE003,2023-11-08,06:44:32,4,463.5,0.01,1835.46,Net Banking,Completed,MobileApp
TXN0001135,CUST0192,PROD0001,STORE005,2023-03-02,10:29:36,3,975.0,0.17,2427.75,Wallet,Completed,MobileApp
TXN0001136,CUST0119,PROD0003,STORE002,2023-02-14,05:20:37,1,463.5,0.05,440.32,Wallet,Completed,POS
TXN0001137,CUST0003,PROD0007,STORE006,2023-05-07,09:53:43,4,1252.2,0.02,4908.62,Wallet,Completed,MobileApp
TXN0001138,CUST0194,PROD0024,STORE003,2023-12-28,09:11:17,3,1497.89,0.02,4403.8,Debit Card,Pending,WebApp
TXN0001139,CUST0106,PROD0008,STORE004,2023-04-01,09:16:44,3,1038.52,0.27,2274.36,Net Banking,Completed,POS
TXN0001140,CUST0126,PROD0012,STORE006,2023-09-25,14:53:40,3,997.53,0.23,2304.29,Wallet,Completed,POS
TXN0001141,CUST0150,PROD0013,STORE003,2023-12-26,13:22:41,5,85.36,0.17,354.24,Wallet,Completed,POS
TXN0001142,CUST0088,PROD0023,STORE005,2023-04-18,08:13:29,1,459.43,0.15,390.52,UPI,Completed,POS
TXN0001143,CUST0133,PROD0022,STORE003,2023-10-28,10:23:36,4,760.72,0.04,2921.16,Net Banking,Pending,POS
TXN0001144,CUST0083,PROD0023,STORE002,2023-01-05,05:26:30,3,459.43,0.26,1019.93,UPI,Completed,MobileApp
TXN0001145,CUST0026,PROD0006,STORE006,2023-10-07,05:48:01,3,885.14,0.05,2522.65,Net Banking,Pending,WebApp
TXN0001146,CUST0152,PROD0019,STORE007,2023-05-05,08:46:23,4,33.51,0.14,115.27,Cash,Completed,WebApp
TXN0001147,CUST0174,PROD0013,STORE005,2023-04-30,16:06:26,1,85.36,0.29,60.61,Net Banking,Completed,MobileApp
TXN0001148,CUST0103,PROD0019,STORE001,2023-06-03,19:44:33,2,33.51,0.15,56.97,Debit Card,Pending,POS
TXN0001149,CUST0034,PROD0022,STORE006,2023-06-08,04:51:22,1,760.72,0.29,540.11,Net Banking,Returned,POS
TXN0001150,CUST0118,PROD0001,STORE003,2023-06-04,09:05:11,2,975.0,0.26,1443.0,Debit Card,Completed,WebApp
TXN0001151,CUST0024,PROD0024,STORE004,2023-07-11,00:30:10,2,1497.89,0.21,2366.67,UPI,Completed,WebApp
TXN0001152,CUST0141,PROD0022,STORE007,2023-12-09,12:53:29,2,760.72,0.27,1110.65,Wallet,Completed,POS
TXN0001153,CUST0100,PROD0005,STORE006,2023-06-17,09:52:43,2,1009.02,0.12,1775.88,Wallet,Returned,MobileApp
TXN0001154,CUST0101,PROD0018,STORE002,2023-10-28,00:14:56,3,32.14,0.15,81.96,Cash,Completed,POS
TXN0001155,CUST0095,PROD0012,STORE006,2023-11-09,19:48:25,5,997.53,0.25,3740.74,Credit Card,Completed,POS
TXN0001156,CUST0128,PROD0007,STORE001,2023-02-17,10:24:41,2,1252.2,0.09,2279.0,Debit Card,Returned,POS
TXN0001157,CUST0073,PROD0010,STORE007,2023-08-04,05:10:25,4,1353.53,0.01,5359.98,Wallet,Pending,POS
TXN0001158,CUST0120,PROD0003,STORE006,2023-07-27,00:10:20,1,463.5,0.2,370.8,Debit Card,Pending,MobileApp
TXN0001159,CUST0099,PROD0022,STORE008,2023-12-10,12:27:49,1,760.72,0.15,646.61,Credit Card,Completed,WebApp
TXN0001160,CUST0067,PROD0024,STORE002,2023-08-19,16:23:49,5,1497.89,0.24,5691.98,Net Banking,Completed,MobileApp
TXN0001161,CUST0094,PROD0004,STORE003,2023-07-16,21:05:09,4,1332.02,0.16,4475.59,Credit Card,Completed,MobileApp
TXN0001162,CUST0152,PROD0009,STORE004,2023-08-21,13:03:29,5,1284.62,0.24,4881.56,UPI,Completed,POS
TXN0001163,CUST0126,PROD0015,STORE006,2023-12-18,11:16:27,1,1221.45,0.27,891.66,UPI,Completed,POS
TXN0001164,CUST0139,PROD0009,STORE003,2023-01-09,14:20:19,3,1284.62,0.11,3429.94,Wallet,Completed,MobileApp
TXN0001165,CUST0029,PROD0012,STORE001,2023-05-08,05:05:34,5,997.53,0.22,3890.37,Credit Card,Completed,MobileApp
TXN0001166,CUST0038,PROD0021,STORE008,2023-06-26,14:44:39,4,1169.25,0.27,3414.21,Debit Card,Pending,MobileApp
TXN0001167,CUST0118,PROD0002,STORE002,2023-03-17,19:46:40,3,977.37,0.11,2609.58,Credit Card,Returned,MobileApp
TXN0001168,CUST0186,PROD0003,STORE006,2023-01-12,05:47:16,3,463.5,0.13,1209.73,Wallet,Completed,WebApp
TXN0001169,CUST0030,PROD0007,STORE005,2023-10-04,07:44:51,3,1252.2,0.18,3080.41,Credit Card,Completed,MobileApp
TXN0001170,CUST0122,PROD0007,STORE007,2023-04-06,08:32:42,3,1252.2,0.22,2930.15,Credit Card,Pending,WebApp
TXN0001171,CUST0047,PROD0022,STORE005,2023-04-17,00:50:26,3,760.72,0.0,2282.16,Wallet,Completed,WebApp
TXN0001172,CUST0069,PROD0015,STORE006,2023-01-10,22:20:14,1,1221.45,0.07,1135.95,Credit Card,Pending,WebApp
TXN0001173,CUST0187,PROD0023,STORE008,2023-11-01,10:34:24,5,459.43,0.13,1998.52,Net Banking,Pending,POS
TXN0001174,CUST0088,PROD0011,STORE006,2023-03-19,14:54:47,3,421.06,0.25,947.38,Net Banking,Completed,MobileApp
TXN0001175,CUST0179,PROD0006,STORE007,2023-12-05,18:05:40,3,885.14,0.12,2336.77,Net Banking,Pending,WebApp
TXN0001176,CUST0022,PROD0007,STORE006,2023-06-11,14:43:29,3,1252.2,0.09,3418.51,Credit Card,Completed,MobileApp
TXN0001177,CUST0150,PROD0006,STORE006,2023-01-12,09:35:47,5,885.14,0.13,3850.36,Net Banking,Completed,WebApp
TXN0001178,CUST0138,PROD0005,STORE007,2023-03-05,03:25:13,5,1009.02,0.28,3632.47,Debit Card,Completed,MobileApp
TXN0001179,CUST0075,PROD0006,STORE003,2023-06-30,06:26:57,4,885.14,0.17,2938.66,Cash,Completed,WebApp
TXN0001180,CUST0198,PROD0012,STORE002,2023-09-30,12:14:54,3,997.53,0.15,2543.7,Net Banking,Returned,WebApp
TXN0001181,CUST0074,PROD0015,STORE003,2023-01-02,17:53:21,2,1221.45,0.12,2149.75,Net Banking,Completed,MobileApp
TXN0001182,CUST0026,PROD0013,STORE007,2023-11-22,00:39:14,4,85.36,0.12,300.47,Debit Card,Pending,MobileApp
TXN0001183,CUST0129,PROD0003,STORE007,2023-05-08,05:36:40,1,463.5,0.1,417.15,Net Banking,Completed,WebApp
TXN0001184,CUST0006,PROD0024,STORE007,2023-04-09,05:29:23,5,1497.89,0.15,6366.03,Wallet,Completed,POS
TXN0001185,CUST0121,PROD0023,STORE004,2023-02-03,00:13:36,3,459.43,0.04,1323.16,Net Banking,Returned,POS
TXN0001186,CUST0176,PROD0020,STORE008,2023-08-25,16:41:07,2,793.87,0.24,1206.68,Cash,Completed,POS
TXN0001187,CUST0063,PROD0015,STORE002,2023-12-16,21:26:55,1,1221.45,0.22,952.73,Cash,Returned,WebApp
TXN0001188,CUST0019,PROD0014,STORE005,2023-11-07,20:34:45,5,112.23,0.04,538.7,Credit Card,Returned,WebApp
TXN0001189,CUST0186,PROD0002,STORE005,2023-01-21,11:25:45,4,977.37,0.25,2932.11,Cash,Returned,WebApp
TXN0001190,CUST0032,PROD0004,STORE003,2023-10-24,03:46:10,3,1332.02,0.23,3076.97,UPI,Returned,MobileApp
TXN0001191,CUST0087,PROD0005,STORE004,2023-02-19,10:41:44,4,1009.02,0.06,3793.92,Credit Card,Returned,MobileApp
TXN0001192,CUST0126,PROD0025,STORE004,2023-12-19,14:21:50,3,740.5,0.1,1999.35,Net Banking,Completed,MobileApp
TXN0001193,CUST0071,PROD0020,STORE001,2023-05-28,00:14:56,2,793.87,0.04,1524.23,UPI,Pending,WebApp
TXN0001194,CUST0183,PROD0010,STORE005,2023-06-06,15:45:28,2,1353.53,0.17,2246.86,Wallet,Completed,POS
TXN0001195,CUST0191,PROD0023,STORE003,2023-07-16,08:40:14,2,459.43,0.18,753.47,Credit Card,Completed,MobileApp
TXN0001196,CUST0078,PROD0005,STORE001,2023-09-18,23:55:33,3,1009.02,0.11,2694.08,Net Banking,Returned,MobileApp
TXN0001197,CUST0044,PROD0012,STORE003,2023-06-10,16:23:24,5,997.53,0.26,3690.86,Net Banking,Completed,MobileApp
TXN0001198,CUST0124,PROD0006,STORE008,2023-02-03,10:14:19,4,885.14,0.0,3540.56,Debit Card,Completed,POS
TXN0001199,CUST0072,PROD0020,STORE002,2023-08-24,18:58:40,2,793.87,0.11,1413.09,Credit Card,Pending,POS
TXN0001200,CUST0190,PROD0007,STORE006,2023-02-20,10:32:04,1,1252.2,0.12,1101.94,UPI,Pending,MobileApp
TXN0001201,CUST0190,PROD0018,STORE002,2023-09-25,07:15:16,1,32.14,0.13,27.96,Wallet,Completed,MobileApp
TXN0001202,CUST0167,PROD0008,STORE004,2023-11-08,08:35:17,4,1038.52,0.05,3946.38,Credit Card,Completed,MobileApp
TXN0001203,CUST0017,PROD0005,STORE005,2023-05-05,18:48:37,1,1009.02,0.06,948.48,Net Banking,Returned,POS
TXN0001204,CUST0138,PROD0002,STORE006,2023-03-01,14:05:30,1,977.37,0.06,918.73,Debit Card,Completed,MobileApp
TXN0001205,CUST0151,PROD0007,STORE008,2023-10-25,13:55:57,3,1252.2,0.17,3117.98,Credit Card,Returned,MobileApp
TXN0001206,CUST0050,PROD0019,STORE008,2023-07-28,19:17:31,1,33.51,0.08,30.83,Wallet,Completed,WebApp
TXN0001207,CUST0130,PROD0016,STORE005,2023-09-30,07:21:17,3,423.14,0.08,1167.87,Wallet,Pending,MobileApp
TXN0001208,CUST0080,PROD0021,STORE008,2023-04-04,15:00:20,1,1169.25,0.29,830.17,Cash,Returned,WebApp
TXN0001209,CUST0042,PROD0006,STORE002,2023-02-18,14:21:40,4,885.14,0.2,2832.45,Wallet,Pending,POS
TXN0001210,CUST0050,PROD0025,STORE002,2023-09-14,09:20:49,2,740.5,0.06,1392.14,Cash,Returned,POS
TXN0001211,CUST0176,PROD0010,STORE004,2023-06-15,05:12:49,5,1353.53,0.2,5414.12,Net Banking,Completed,POS
TXN0001212,CUST0157,PROD0022,STORE003,2023-08-31,20:38:50,3,760.72,0.29,1620.33,Net Banking,Completed,POS
TXN0001213,CUST0068,PROD0016,STORE005,2023-06-20,23:22:53,3,423.14,0.04,1218.64,Wallet,Completed,WebApp
TXN0001214,CUST0079,PROD0014,STORE007,2023-07-26,01:26:22,4,112.23,0.0,448.92,Wallet,Completed,WebApp
TXN0001215,CUST0197,PROD0009,STORE001,2023-05-12,09:53:23,2,1284.62,0.06,2415.09,Credit Card,Completed,WebApp
TXN0001216,CUST0098,PROD0011,STORE004,2023-08-14,08:06:04,2,421.06,0.19,682.12,Debit Card,Completed,WebApp
TXN0001217,CUST0186,PROD0016,STORE008,2023-07-19,22:58:45,1,423.14,0.23,325.82,Net Banking,Completed,WebApp
TXN0001218,CUST0156,PROD0019,STORE007,2023-11-24,10:17:34,1,33.51,0.03,32.5,UPI,Returned,WebApp
TXN0001219,CUST0029,PROD0016,STORE003,2023-07-31,04:55:09,1,423.14,0.1,380.83,Cash,Completed,MobileApp
TXN0001220,CUST0052,PROD0018,STORE002,2023-10-21,17:48:42,4,32.14,0.07,119.56,UPI,Pending,MobileApp
TXN0001221,CUST0075,PROD0023,STORE001,2023-02-04,22:45:47,2,459.43,0.23,707.52,UPI,Completed,WebApp
TXN0001222,CUST0192,PROD0007,STORE003,2023-08-24,11:21:12,3,1252.2,0.14,3230.68,Wallet,Completed,WebApp
TXN0001223,CUST0155,PROD0024,STORE001,2023-07-30,13:25:51,2,1497.89,0.04,2875.95,Net Banking,Completed,MobileApp
TXN0001224,CUST0016,PROD0017,STORE006,2023-01-17,16:55:51,1,383.47,0.17,318.28,UPI,Pending,WebApp
TXN0001225,CUST0073,PROD0019,STORE006,2023-10-17,02:35:49,1,33.51,0.22,26.14,Credit Card,Pending,POS
TXN0001226,CUST0132,PROD0003,STORE008,2023-04-08,02:49:43,5,463.5,0.2,1854.0,Net Banking,Completed,WebApp
TXN0001227,CUST0116,PROD0024,STORE003,2023-11-28,18:21:29,3,1497.89,0.02,4403.8,Cash,Returned,POS
TXN0001228,CUST0103,PROD0019,STORE005,2023-07-19,00:00:14,1,33.51,0.19,27.14,UPI,Returned,POS
TXN0001229,CUST0067,PROD0008,STORE006,2023-12-07,06:49:52,5,1038.52,0.14,4465.64,Cash,Completed,MobileApp
TXN0001230,CUST0148,PROD0005,STORE004,2023-04-03,03:01:34,2,1009.02,0.06,1896.96,Cash,Completed,POS
TXN0001231,CUST0139,PROD0012,STORE002,2023-04-28,21:13:12,3,997.53,0.26,2214.52,UPI,Completed,WebApp
TXN0001232,CUST0070,PROD0008,STORE004,2023-08-14,03:53:24,3,1038.52,0.01,3084.4,Credit Card,Returned,MobileApp
TXN0001233,CUST0190,PROD0007,STORE007,2023-07-24,06:13:49,1,1252.2,0.13,1089.41,Net Banking,Pending,POS
TXN0001234,CUST0024,PROD0006,STORE002,2023-03-03,15:47:38,2,885.14,0.23,1363.12,UPI,Completed,WebApp
TXN0001235,CUST0049,PROD0007,STORE002,2023-05-11,16:07:29,5,1252.2,0.11,5572.29,Credit Card,Completed,WebApp
TXN0001236,CUST0108,PROD0013,STORE002,2023-06-08,02:27:54,3,85.36,0.11,227.91,Wallet,Completed,POS
TXN0001237,CUST0180,PROD0003,STORE007,2023-05-21,23:41:57,4,463.5,0.0,1854.0,UPI,Completed,POS
TXN0001238,CUST0064,PROD0006,STORE001,2023-03-13,22:30:48,2,885.14,0.16,1487.04,Credit Card,Completed,MobileApp
TXN0001239,CUST0054,PROD0024,STORE005,2023-03-22,13:11:11,3,1497.89,0.19,3639.87,Cash,Completed,MobileApp
TXN0001240,CUST0172,PROD0006,STORE006,2023-01-16,15:13:19,1,885.14,0.24,672.71,Net Banking,Completed,WebApp
TXN0001241,CUST0160,PROD0011,STORE001,2023-08-29,01:47:55,1,421.06,0.1,378.95,Debit Card,Returned,POS
TXN0001242,CUST0139,PROD0013,STORE003,2023-06-28,07:05:26,2,85.36,0.03,165.6,Credit Card,Completed,WebApp
TXN0001243,CUST0119,PROD0014,STORE008,2023-11-23,00:19:30,2,112.23,0.26,166.1,Net Banking,Completed,POS
TXN0001244,CUST0083,PROD0022,STORE006,2023-02-19,15:31:47,5,760.72,0.2,3042.88,Cash,Completed,POS
TXN0001245,CUST0057,PROD0017,STORE003,2023-02-12,23:06:45,2,383.47,0.07,713.25,Net Banking,Completed,MobileApp
TXN0001246,CUST0027,PROD0008,STORE004,2023-12-04,09:21:45,3,1038.52,0.06,2928.63,Net Banking,Pending,MobileApp
TXN0001247,CUST0133,PROD0019,STORE005,2023-07-11,21:09:37,2,33.51,0.1,60.32,Wallet,Completed,MobileApp
TXN0001248,CUST0099,PROD0021,STORE001,2023-01-08,04:40:02,2,1169.25,0.29,1660.33,Debit Card,Completed,WebApp
TXN0001249,CUST0083,PROD0001,STORE008,2023-04-07,20:55:52,4,975.0,0.26,2886.0,Cash,Returned,WebApp
TXN0001250,CUST0055,PROD0015,STORE005,2023-05-24,20:49:32,5,1221.45,0.13,5313.31,UPI,Completed,POS
TXN0001251,CUST0066,PROD0011,STORE008,2023-02-19,21:54:21,5,421.06,0.14,1810.56,Cash,Completed,POS
TXN0001252,CUST0094,PROD0014,STORE001,2023-04-27,14:53:07,5,112.23,0.04,538.7,Credit Card,Pending,MobileApp
TXN0001253,CUST0076,PROD0005,STORE006,2023-10-11,02:55:32,3,1009.02,0.14,2603.27,Debit Card,Returned,MobileApp
TXN0001254,CUST0050,PROD0005,STORE004,2023-07-01,16:38:49,1,1009.02,0.06,948.48,Debit Card,Pending,MobileApp
TXN0001255,CUST0135,PROD0002,STORE006,2023-09-29,05:23:10,5,977.37,0.07,4544.77,Credit Card,Completed,MobileApp
TXN0001256,CUST0163,PROD0020,STORE004,2023-11-09,13:54:12,2,793.87,0.16,1333.7,UPI,Completed,WebApp
TXN0001257,CUST0076,PROD0013,STORE007,2023-03-11,23:19:00,4,85.36,0.14,293.64,Credit Card,Completed,MobileApp
TXN0001258,CUST0143,PROD0022,STORE005,2023-11-10,19:04:03,2,760.72,0.28,1095.44,Net Banking,Completed,POS
TXN0001259,CUST0124,PROD0006,STORE004,2023-11-27,13:25:37,4,885.14,0.24,2690.83,Debit Card,Completed,WebApp
TXN0001260,CUST0019,PROD0008,STORE005,2023-03-05,23:47:37,2,1038.52,0.27,1516.24,Wallet,Completed,POS
TXN0001261,CUST0114,PROD0005,STORE005,2023-03-02,16:19:33,3,1009.02,0.0,3027.06,Credit Card,Pending,WebApp
TXN0001262,CUST0060,PROD0022,STORE008,2023-10-05,23:39:29,3,760.72,0.25,1711.62,Debit Card,Completed,MobileApp
TXN0001263,CUST0088,PROD0009,STORE001,2023-05-11,03:40:29,4,1284.62,0.25,3853.86,Net Banking,Pending,POS
TXN0001264,CUST0182,PROD0023,STORE008,2023-02-22,02:46:38,3,459.43,0.07,1281.81,Cash,Completed,POS
TXN0001265,CUST0171,PROD0016,STORE007,2023-02-23,08:53:46,4,423.14,0.02,1658.71,Wallet,Completed,WebApp
TXN0001266,CUST0164,PROD0017,STORE006,2023-05-09,11:05:00,4,383.47,0.2,1227.1,Credit Card,Returned,POS
TXN0001267,CUST0150,PROD0016,STORE004,2023-05-17,03:49:52,5,423.14,0.13,1840.66,Wallet,Returned,MobileApp
TXN0001268,CUST0156,PROD0019,STORE007,2023-12-08,12:02:38,5,33.51,0.16,140.74,Credit Card,Pending,MobileApp
TXN0001269,CUST0026,PROD0019,STORE002,2023-05-03,11:37:43,1,33.51,0.29,23.79,Wallet,Pending,WebApp
TXN0001270,CUST0101,PROD0023,STORE001,2023-08-14,14:36:55,3,459.43,0.19,1116.41,Cash,Completed,WebApp
TXN0001271,CUST0161,PROD0024,STORE007,2023-04-03,00:40:21,1,1497.89,0.06,1408.02,Credit Card,Completed,WebApp
TXN0001272,CUST0008,PROD0024,STORE008,2023-12-16,11:22:15,3,1497.89,0.11,3999.37,UPI,Returned,POS
TXN0001273,CUST0084,PROD0015,STORE005,2023-10-08,20:20:47,2,1221.45,0.06,2296.33,Net Banking,Completed,POS
TXN0001274,CUST0128,PROD0003,STORE006,2023-04-27,10:53:19,3,463.5,0.18,1140.21,Credit Card,Completed,MobileApp
TXN0001275,CUST0104,PROD0011,STORE008,2023-04-14,08:54:45,2,421.06,0.23,648.43,Net Banking,Completed,WebApp
TXN0001276,CUST0113,PROD0012,STORE003,2023-02-27,06:37:19,2,997.53,0.1,1795.55,Cash,Pending,WebApp
TXN0001277,CUST0194,PROD0018,STORE003,2023-02-08,06:05:05,4,32.14,0.19,104.13,Wallet,Pending,MobileApp
TXN0001278,CUST0104,PROD0009,STORE003,2023-07-23,04:58:24,3,1284.62,0.16,3237.24,Credit Card,Completed,MobileApp
TXN0001279,CUST0146,PROD0003,STORE006,2023-01-21,07:35:09,2,463.5,0.13,806.49,Wallet,Completed,POS
TXN0001280,CUST0127,PROD0008,STORE004,2023-08-14,20:51:13,2,1038.52,0.26,1537.01,Debit Card,Completed,WebApp
TXN0001281,CUST0063,PROD0001,STORE008,2023-10-10,18:12:26,4,975.0,0.12,3432.0,Debit Card,Pending,MobileApp
TXN0001282,CUST0103,PROD0021,STORE007,2023-07-06,08:27:23,3,1169.25,0.21,2771.12,UPI,Completed,WebApp
TXN0001283,CUST0139,PROD0012,STORE002,2023-12-26,07:50:34,2,997.53,0.1,1795.55,Cash,Completed,POS
TXN0001284,CUST0130,PROD0023,STORE008,2023-11-06,07:46:22,5,459.43,0.09,2090.41,Wallet,Pending,POS
TXN0001285,CUST0120,PROD0009,STORE001,2023-09-12,18:27:04,4,1284.62,0.19,4162.17,Debit Card,Completed,MobileApp
TXN0001286,CUST0115,PROD0018,STORE001,2023-12-28,04:04:43,3,32.14,0.14,82.92,UPI,Completed,MobileApp
TXN0001287,CUST0071,PROD0019,STORE005,2023-09-09,13:45:48,1,33.51,0.21,26.47,Debit Card,Returned,POS
TXN0001288,CUST0170,PROD0015,STORE005,2023-06-05,10:14:36,5,1221.45,0.21,4824.73,Cash,Returned,POS
TXN0001289,CUST0197,PROD0018,STORE006,2023-01-28,22:48:22,1,32.14,0.29,22.82,Cash,Completed,POS
TXN0001290,CUST0158,PROD0003,STORE007,2023-05-08,19:49:48,2,463.5,0.22,723.06,Debit Card,Completed,POS
TXN0001291,CUST0167,PROD0016,STORE002,2023-07-26,18:44:43,3,423.14,0.03,1231.34,Net Banking,Returned,WebApp
TXN0001292,CUST0179,PROD0016,STORE003,2023-06-09,11:11:45,3,423.14,0.05,1205.95,Net Banking,Completed,WebApp
TXN0001293,CUST0024,PROD0006,STORE005,2023-06-29,20:40:05,4,885.14,0.06,3328.13,UPI,Returned,POS
TXN0001294,CUST0135,PROD0009,STORE001,2023-10-13,01:43:23,5,1284.62,0.02,6294.64,Credit Card,Completed,POS
TXN0001295,CUST0136,PROD0001,STORE001,2023-01-15,18:36:23,3,975.0,0.12,2574.0,Credit Card,Completed,POS
TXN0001296,CUST0163,PROD0020,STORE008,2023-06-26,03:55:43,2,793.87,0.16,1333.7,Debit Card,Pending,WebApp
TXN0001297,CUST0147,PROD0006,STORE008,2023-08-16,00:39:02,2,885.14,0.15,1504.74,Cash,Completed,WebApp
TXN0001298,CUST0075,PROD0004,STORE006,2023-03-27,03:31:12,2,1332.02,0.18,2184.51,Cash,Completed,MobileApp
TXN0001299,CUST0087,PROD0015,STORE007,2023-12-09,17:04:21,4,1221.45,0.28,3517.78,Debit Card,Completed,POS
TXN0001300,CUST0062,PROD0016,STORE004,2023-01-31,15:51:53,4,423.14,0.01,1675.63,Wallet,Pending,POS
TXN0001301,CUST0134,PROD0003,STORE006,2023-12-26,17:33:25,5,463.5,0.17,1923.52,Cash,Completed,WebApp
TXN0001302,CUST0083,PROD0005,STORE008,2023-11-17,13:25:27,2,1009.02,0.09,1836.42,Net Banking,Completed,WebApp
TXN0001303,CUST0007,PROD0016,STORE002,2023-11-09,12:19:31,3,423.14,0.17,1053.62,UPI,Completed,MobileApp
TXN0001304,CUST0011,PROD0007,STORE002,2023-10-20,17:11:41,3,1252.2,0.27,2742.32,UPI,Completed,MobileApp
TXN0001305,CUST0008,PROD0002,STORE005,2023-10-03,01:52:52,4,977.37,0.06,3674.91,Wallet,Returned,MobileApp
TXN0001306,CUST0131,PROD0017,STORE003,2023-12-24,01:58:13,5,383.47,0.11,1706.44,Credit Card,Returned,POS
TXN0001307,CUST0057,PROD0023,STORE006,2023-09-11,06:36:40,1,459.43,0.21,362.95,Cash,Completed,POS
TXN0001308,CUST0098,PROD0007,STORE002,2023-05-04,21:52:58,3,1252.2,0.0,3756.6,UPI,Completed,WebApp
TXN0001309,CUST0059,PROD0012,STORE007,2023-11-03,07:39:42,1,997.53,0.05,947.65,UPI,Returned,MobileApp
TXN0001310,CUST0147,PROD0023,STORE005,2023-12-01,23:58:17,2,459.43,0.28,661.58,Net Banking,Completed,WebApp
TXN0001311,CUST0106,PROD0013,STORE005,2023-09-07,08:38:00,2,85.36,0.25,128.04,Wallet,Returned,POS
TXN0001312,CUST0179,PROD0025,STORE008,2023-04-25,02:40:07,2,740.5,0.2,1184.8,Credit Card,Completed,WebApp
TXN0001313,CUST0018,PROD0006,STORE006,2023-05-12,21:45:59,2,885.14,0.28,1274.6,Wallet,Returned,WebApp
TXN0001314,CUST0138,PROD0010,STORE005,2023-03-03,12:52:56,5,1353.53,0.08,6226.24,Debit Card,Completed,MobileApp
TXN0001315,CUST0128,PROD0007,STORE003,2023-08-29,15:06:07,5,1252.2,0.3,4382.7,Debit Card,Completed,WebApp
TXN0001316,CUST0048,PROD0003,STORE002,2023-07-09,14:47:09,2,463.5,0.13,806.49,Net Banking,Pending,POS
TXN0001317,CUST0170,PROD0017,STORE004,2023-01-23,18:00:09,2,383.47,0.22,598.21,UPI,Completed,POS
